Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
ATRS,"Antares Pharma, Inc.",3.64,573450219.16,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,
APLS,"Apellis Pharmaceuticals, Inc.",14.85,834245141.4,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,
APOG,"Apogee Enterprises, Inc.",37.95,1069521586.65,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",3.95,86421639.2,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,5.39,1140387061.66,,2004.0,,,https://www.nasdaq.com/symbol/ainv,
AMEH,"Apollo Medical Holdings, Inc.",19.0,636924213.0,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",59.49,2037563910.72,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,
APPN,Appian Corporation,25.98,1654171722.66,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,204.47,970291529060.0,,1980.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,
ARCI,"Appliance Recycling Centers of America, Inc.",0.6501,5508070.4151,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,1.15,34628865.55,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.11199999999999999,0.0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,6.7,121497753.1,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",34.28,33696915059.88,,1972.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",21.66,426658593.36,,2013.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,1.6,151178958.4,,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,
APTI,"Apptio, Inc.",24.85,1120846551.65,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti,
APRI,"Apricus Biosciences, Inc.",0.3442,9695194.6418,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,3.36,76169200.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,25.88,866882277.12,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,
APTO,"Aptose Biosciences, Inc.",2.3,86874275.2,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,
AQMS,"Aqua Metals, Inc.",2.6,100827246.0,,2015.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",2.75,41521801.75,,,,,https://www.nasdaq.com/symbol/aqb,
AQST,"Aquestive Therapeutics, Inc.",17.0,423737359.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,
AQXP,"Aquinox Pharmaceuticals, Inc.",2.34,55077441.12,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,
ARDM,Aradigm Corporation,1.07,16265307.54,,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm,
PETX,"Aratana Therapeutics, Inc.",6.67,324323427.34,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,
ARAV,"Aravive, Inc.",7.03,7076995.55,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,
ABUS,Arbutus Biopharma Corporation,4.65,257629985.7,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,
ARCW,"ARC Group Worldwide, Inc.",1.79,41795565.62,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,
ABIO,"ARCA biopharma, Inc.",0.7144,9947180.58,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",4.13,19718123.32,,2015.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,39.9,1025035708.2,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,28.35,11496615606.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,22.55,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,22.0901,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",2.9160000000000004,46638078.264,,2017.0,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,
ARCE,Arco Platform Limited,21.25,0.0,,2018.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,
ARCT,Arcturus Therapeutics Ltd.,7.01,75041965.88,,2013.0,,,https://www.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",3.04,188643403.04,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",36.27,1789858815.03,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,17.58,7494322356.0,,2004.0,,,https://www.nasdaq.com/symbol/arcc,
ARGX,argenx SE,97.32,1767064445.88,18157259.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,
ARDS,Aridis Pharmaceuticals Inc.,12.0727,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,
ARKR,Ark Restaurants Corp.,22.9,79467144.9,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,
ARTX,Arotech Corporation,2.79,73896364.08,,1994.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",3.99,434884252.53,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,16.73,3564695931.86,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,30.72,5539759687.68,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,
DWCR,Arrow DWA Country Rotation ETF,26.81,17426500.0,,,,,https://www.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,11.415,5707500.0,,,,,https://www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,34.88,503543306.24,,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",14.49,1275455429.01,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,
ASNS,"Arsanis, Inc.",1.37,19612111.7,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,
ARTNA,Artesian Resources Corporation,36.5,337320298.0,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1556,9054524.5096,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,
ARVN,"Arvinas, Inc.",18.4,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,
ARYA,ARYA Sciences Acquisition Corp.,,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/arya,
ARYAU,ARYA Sciences Acquisition Corp.,10.26,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,
ARYAW,ARYA Sciences Acquisition Corp.,,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,
ASNA,"Ascena Retail Group, Inc.",4.28,844798837.68,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,63.38,2502799636.96,39488792.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,
ASCMA,"Ascent Capital Group, Inc.",1.06,13197025.44,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.35,32476222.15,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,6.2,37200000.0,6000000.0,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,175.5,12708401296.5,72412543.0,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,5.6001,102576214.0854,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",84.24,5961654438.48,,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,
ASMB,"Assembly Biosciences, Inc.",23.4,595447608.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,
ASRT,"Assertio Therapeutics, Inc.",5.43,347062609.38,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,
ASFI,"Asta Funding, Inc.",3.9,26073118.5,,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,
ASTE,"Astec Industries, Inc.",36.52,832565868.64,,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,29.73,960776412.63,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",19.39,132984589.29,,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,3.17,14280910.23,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,7.75,117976056.75,,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,
ASV,"ASV Holdings, Inc.",3.2701,32157283.7431,,2017.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,
ATAI,ATA Inc.,1.093,11544444.159000002,10562163.0,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
ATRA,"Atara Biotherapeutics, Inc.",36.23,1653836677.18,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,
ATHN,"athenahealth, Inc.",120.35,4874415098.25,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,
ATNX,"Athenex, Inc.",12.09,802086483.12,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",1.87,265064758.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,
AAME,Atlantic American Corporation,3.22,65203335.26,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",15.67,409050510.51,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,
AY,Atlantica Yield plc,20.85,2089529871.0,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,3.66,57097215.12,,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,54.44,1393135550.92,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",10.87,129754863.9,,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,
AFHBL,"Atlas Financial Holdings, Inc.",25.42,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,
TEAM,Atlassian Corporation Plc,73.29,17453762481.75,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",83.98,1340098588.92,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,3.75,46531968.75,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,
ATOS,Atossa Genetics Inc.,1.27,6985000.0,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,
ATRC,"AtriCure, Inc.",32.76,1262133578.16,,2005.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,713.0,1321015028.0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,
ATIS,Attis Industries Inc.,0.2229,4820285.6112,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,
ATISW,Attis Industries Inc.,0.07,0.0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,
ATTU,Attunity Ltd.,22.86,487760436.72,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,
LIFE,"aTyr Pharma, Inc.",0.6307,18830785.3027,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",36.78,134019442.14,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,
BOLD,"Audentes Therapeutics, Inc.",24.0,1039416720.0,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,11.86,341765801.08,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,
AEYE,"AudioEye, Inc.",6.212000000000001,46464362.3,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,
AUPH,Aurinia Pharmaceuticals Inc,5.65,482075893.55,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding AG,0.6824,20207732.4112,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,
JG,Aurora Mobile Limited,6.85,62061000.0,9060000.0,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,
ADSK,"Autodesk, Inc.",135.55,29633484603.15,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,48.01,487160302.59,10147059.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",147.19,64429846527.81,,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",2.15,27838092.5,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,3.59,150421825.7,41900230.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,
AVCO,Avalon GloboCare Corp.,2.78,204498529.16,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,
ATXI,"Avenue Therapeutics, Inc.",4.19,44223019.8,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",1.86,221396073.42,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",15.62,83888194.06,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",5.02,281127309.12,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,
CDMOP,"Avid Bioservices, Inc.",25.769000000000002,18038300.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,
AVID,"Avid Technology, Inc.",5.66,236533177.24,,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,
AVGR,"Avinger, Inc.",0.29,5463353.21,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",32.23,2492866027.74,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,
AHPA,Avista Healthcare Public Acquisition Corp.,10.15,121810373.3,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa,
AHPAU,Avista Healthcare Public Acquisition Corp.,10.36,0.0,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau,
AHPAW,Avista Healthcare Public Acquisition Corp.,0.21,0.0,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw,
AVT,"Avnet, Inc.",43.66,4980931889.6,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",28.57,683875461.66,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",3.7,79716918.1,,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",17.05,552627106.35,,2000.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,
AXGN,"AxoGen, Inc.",36.38,1406919046.98,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,
AAXN,"Axon Enterprise, Inc.",52.25,3047204063.75,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,
AXNX,"Axonics Modulation Technologies, Inc.",14.84,0.0,,2018.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx,
AXON          ,Axovant Sciences Ltd.,2.08,253928039.04,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon,
AXSM,"Axsome Therapeutics, Inc.",3.87,101598575.94,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,5.73,226397594.52,,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,
AYTU,"Aytu BioScience, Inc.",0.9362,1686480.9782,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,
AZRX,"AzurRx BioPharma, Inc.",2.45,41430631.9,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,10.11,302178244.95,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,
RILY,"B. Riley Financial, Inc.",18.3,478124667.3,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
RILYG,"B. Riley Financial, Inc.",24.57,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,
RILYH,"B. Riley Financial, Inc.",25.469,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,
RILYI,"B. Riley Financial, Inc.",25.07,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi,
RILYL,"B. Riley Financial, Inc.",25.56,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,
RILYZ,"B. Riley Financial, Inc.",24.983,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,
BOSC,B.O.S. Better Online Solutions,2.1299,7569055.4486,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,
BIDU,"Baidu, Inc.",183.75,51585317175.0,280736420.0,2005.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,90.12,2906182099.8,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,
BLDP,"Ballard Power Systems, Inc.",2.82,507485006.04,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,57.89,1895186321.35,,1993.0,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,
BANFP,BancFirst Corporation,26.04,26040000.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,
BCTF,"Bancorp 34, Inc.",15.75,53614023.75,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
BAND,Bandwidth Inc.,48.32,935229589.44,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band,
BFC,Bank First National Corporation,50.0,1595144250.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc,
BOCH,Bank of Commerce Holdings (CA),12.39,202178805.78,,,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,
BMRC,Bank of Marin Bancorp,83.8,586051277.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc,
BMLP,Bank Of Montreal,47.4735,47473500.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp,
BKSC,Bank of South Carolina Corp.,19.7,108557598.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc,
BOTJ,"Bank of the James Financial Group, Inc.",14.901,65243074.836,,,Finance,Major Banks,https://www.nasdaq.com/symbol/botj,
OZK,Bank OZK,26.45,3401488726.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,
BSVN,Bank7 Corp.,18.65,28610759.85,,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn,
BFIN,BankFinancial Corporation,14.41,251354898.08,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin,
BWFG,"Bankwell Financial Group, Inc.",29.9,234500318.0,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,
BANR,Banner Corporation,61.78,2196999849.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,
BZUN,Baozun Inc.,40.19,1741238863.63,43325177.0,2015.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,
DFVL,Barclays PLC,62.64,4459968.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,
